essround,idno,agea,eduyrs,eisced,gndr,iscoco,isco08,hinctnt,hinctnta,male,age,age_rec,years_schooling,educ_level,hincome,occup_cat,emplrel,emplno,isco_mainjob,emplrel_r1,emplno_r1,selfem_mainjob,class16_r1,class8_r1,class5_r1,emplrel_r2,emplno_r2,class16_r2,class8_r2,class5_r2,class5_r
7,1206,39,18,3,2,NA,9321,NA,5,female,39,30-44,18,Secondary education,5,blue-collar,1,66666,9321,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1207,76,12,1,2,NA,9112,NA,2,female,76,>=65,12,Low education,2,blue-collar,1,66666,9112,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1208,48,14,2,1,NA,6223,NA,5,male,48,45-64,14,Low education,5,agricultural,1,66666,6223,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1209,35,18,3,2,NA,5131,NA,77,female,35,30-44,18,Secondary education,NA,service,1,66666,5131,1,66666,1,NA,NA,NA,1,66666,15,8,4,Skilled workers
7,1210,40,24,6,2,NA,3343,NA,88,female,40,30-44,24,High education,NA,technicians,1,66666,3343,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1211,63,12,1,2,NA,5141,NA,3,female,63,45-64,12,Low education,3,service,2,2,5141,2,1,3,NA,NA,NA,2,1,3,2,3,Small business owners
7,1212,32,8,2,1,NA,7212,NA,3,male,32,30-44,8,Low education,3,blue-collar,1,66666,7212,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1213,54,18,7,2,NA,2421,NA,77,female,54,45-64,18,High education,NA,professionals,1,66666,2421,1,66666,1,NA,NA,NA,1,66666,9,5,1,Higher-grade service class
7,1214,42,14,5,1,NA,2514,NA,3,male,42,30-44,14,High education,3,professionals,1,66666,2514,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1215,70,88,1,2,NA,66666,NA,1,female,70,>=65,NA,Low education,1,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1218,47,10,2,2,NA,9211,NA,2,female,47,45-64,10,Low education,2,blue-collar,1,66666,9211,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1219,71,8,1,2,NA,9112,NA,88,female,71,>=65,8,Low education,NA,blue-collar,1,66666,9112,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1220,73,13,3,2,NA,66666,NA,88,female,73,>=65,13,Secondary education,NA,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1222,23,18,7,2,NA,3324,NA,88,female,23,20-29,18,High education,NA,technicians,1,66666,3324,1,66666,1,NA,NA,NA,1,66666,14,7,2,Lower-grade service class
7,1223,50,11,2,2,NA,5223,NA,6,female,50,45-64,11,Low education,6,service,1,66666,5223,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1224,57,15,6,1,NA,3522,NA,88,male,57,45-64,15,High education,NA,technicians,1,66666,3522,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1225,49,8,1,2,NA,5321,NA,5,female,49,45-64,8,Low education,5,service,1,66666,5321,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1226,21,16,3,1,NA,66666,NA,88,male,21,20-29,16,Secondary education,NA,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1227,59,6,1,2,NA,5322,NA,9,female,59,45-64,6,Low education,9,service,2,0,5322,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1228,23,18,4,1,NA,66666,NA,88,male,23,20-29,18,Secondary education,NA,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1229,75,8,1,1,NA,8332,NA,4,male,75,>=65,8,Low education,4,blue-collar,1,66666,8332,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1230,33,21,6,1,NA,6121,NA,6,male,33,30-44,21,High education,6,agricultural,2,0,6121,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1231,53,10,1,1,NA,3123,NA,77,male,53,45-64,10,Low education,NA,technicians,2,1,3123,2,1,3,NA,NA,NA,2,1,3,2,3,Small business owners
7,1232,40,19,4,1,NA,6121,NA,5,male,40,30-44,19,Secondary education,5,agricultural,1,66666,6121,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1233,51,8,2,1,NA,5221,NA,88,male,51,45-64,8,Low education,NA,service,2,0,5221,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1234,59,10,2,1,NA,5131,NA,2,male,59,45-64,10,Low education,2,service,1,66666,5131,1,66666,1,NA,NA,NA,1,66666,15,8,4,Skilled workers
7,1235,76,6,1,2,NA,3321,NA,7,female,76,>=65,6,Low education,7,technicians,2,0,3321,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1236,31,15,7,2,NA,66666,NA,3,female,31,30-44,15,High education,3,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1237,57,12,2,2,NA,3343,NA,6,female,57,45-64,12,Low education,6,technicians,1,66666,3343,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1238,35,8,2,2,NA,4222,NA,5,female,35,30-44,8,Low education,5,clerical,1,66666,4222,1,66666,1,NA,NA,NA,1,66666,11,6,4,Skilled workers
7,1239,30,14,6,1,NA,2221,NA,6,male,30,30-44,14,High education,6,professionals,1,66666,2221,1,66666,1,NA,NA,NA,1,66666,13,7,1,Higher-grade service class
7,1240,81,0,1,2,NA,5120,NA,5,female,81,>=65,0,Low education,5,service,3,66666,5120,3,66666,2,NA,NA,NA,3,66666,4,2,3,Small business owners
7,1241,35,8,2,1,NA,7112,NA,4,male,35,30-44,8,Low education,4,blue-collar,1,66666,7112,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1242,75,6,1,1,NA,6111,NA,2,male,75,>=65,6,Low education,2,agricultural,1,66666,6111,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1243,24,18,6,1,NA,2341,NA,5,male,24,20-29,18,High education,5,professionals,1,66666,2341,1,66666,1,NA,NA,NA,1,66666,13,7,1,Higher-grade service class
7,1244,48,11,2,2,NA,5321,NA,3,female,48,45-64,11,Low education,3,service,1,66666,5321,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1245,55,10,2,1,NA,3123,NA,1,male,55,45-64,10,Low education,1,technicians,1,66666,3123,1,66666,1,NA,NA,NA,1,66666,6,3,2,Lower-grade service class
7,1246,57,7,1,2,NA,5311,NA,8,female,57,45-64,7,Low education,8,service,1,66666,5311,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1247,55,11,2,2,NA,3122,NA,2,female,55,45-64,11,Low education,2,technicians,1,66666,3122,1,66666,1,NA,NA,NA,1,66666,6,3,2,Lower-grade service class
7,1248,33,18,7,2,NA,2143,NA,3,female,33,30-44,18,High education,3,professionals,2,0,2143,2,0,2,NA,NA,NA,2,0,2,1,1,Higher-grade service class
7,1249,68,4,1,2,NA,66666,NA,88,female,68,>=65,4,Low education,NA,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1251,57,3,1,2,NA,9111,NA,1,female,57,45-64,3,Low education,1,blue-collar,1,66666,9111,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1252,36,17,5,2,NA,5230,NA,2,female,36,30-44,17,High education,2,service,1,66666,5230,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1253,76,5,1,2,NA,66666,NA,3,female,76,>=65,5,Low education,3,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1254,20,10,2,1,NA,66666,NA,2,male,20,20-29,10,Low education,2,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1255,76,3,1,1,NA,9211,NA,2,male,76,>=65,3,Low education,2,blue-collar,1,66666,9211,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1256,79,2,1,1,NA,9211,NA,1,male,79,>=65,2,Low education,1,blue-collar,1,66666,9211,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1257,81,6,1,1,NA,9211,NA,2,male,81,>=65,6,Low education,2,blue-collar,1,66666,9211,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1258,53,6,1,2,NA,9211,NA,5,female,53,45-64,6,Low education,5,blue-collar,1,66666,9211,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1259,65,3,1,1,NA,9211,NA,2,male,65,>=65,3,Low education,2,blue-collar,1,66666,9211,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1260,40,8,1,2,NA,9211,NA,1,female,40,30-44,8,Low education,1,blue-collar,1,66666,9211,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1261,30,16,3,1,NA,5412,NA,7,male,30,30-44,16,Secondary education,7,service,1,66666,5412,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1262,52,9,1,2,NA,5223,NA,77,female,52,45-64,9,Low education,NA,service,1,66666,5223,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1264,47,15,4,2,NA,5223,NA,5,female,47,45-64,15,Secondary education,5,service,1,66666,5223,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1265,24,14,5,2,NA,5321,NA,88,female,24,20-29,14,High education,NA,service,1,66666,5321,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1266,40,18,4,1,NA,3343,NA,77,male,40,30-44,18,Secondary education,NA,technicians,1,66666,3343,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1267,35,20,5,2,NA,3422,NA,7,female,35,30-44,20,High education,7,technicians,2,2,3422,2,1,3,NA,NA,NA,2,1,3,2,3,Small business owners
7,1268,68,88,1,2,NA,9112,NA,5,female,68,>=65,NA,Low education,5,blue-collar,1,66666,9112,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1270,45,15,4,1,NA,9329,NA,6,male,45,45-64,15,Secondary education,6,blue-collar,1,66666,9329,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1272,51,12,3,1,NA,3343,NA,77,male,51,45-64,12,Secondary education,NA,technicians,1,66666,3343,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1275,39,15,4,1,NA,3118,NA,4,male,39,30-44,15,Secondary education,4,technicians,2,0,3118,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1276,70,10,1,1,NA,8332,NA,4,male,70,>=65,10,Low education,4,blue-collar,1,66666,8332,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1278,53,14,2,1,NA,3355,NA,7,male,53,45-64,14,Low education,7,technicians,1,66666,3355,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1279,81,6,1,1,NA,9313,NA,1,male,81,>=65,6,Low education,1,blue-collar,1,66666,9313,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1280,61,18,6,2,NA,2341,NA,9,female,61,45-64,18,High education,9,professionals,1,66666,2341,1,66666,1,NA,NA,NA,1,66666,13,7,1,Higher-grade service class
7,1283,59,88,2,2,NA,9111,NA,77,female,59,45-64,NA,Low education,NA,blue-collar,1,66666,9111,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1285,42,6,1,2,NA,1412,NA,6,female,42,30-44,6,Low education,6,managers,2,0,1412,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1287,50,18,7,1,NA,5413,NA,77,male,50,45-64,18,High education,NA,service,1,66666,5413,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1288,51,88,7,1,NA,5413,NA,9,male,51,45-64,NA,High education,9,service,1,66666,5413,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1291,66,0,1,2,NA,66666,NA,5,female,66,>=65,0,Low education,5,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1293,56,3,1,1,NA,8111,NA,77,male,56,45-64,3,Low education,NA,blue-collar,1,66666,8111,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1294,34,21,7,1,NA,2149,NA,77,male,34,30-44,21,High education,NA,professionals,1,66666,2149,1,66666,1,NA,NA,NA,1,66666,5,3,1,Higher-grade service class
7,1295,41,15,5,2,NA,5230,NA,88,female,41,30-44,15,High education,NA,service,1,66666,5230,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1299,53,15,5,1,NA,5413,NA,9,male,53,45-64,15,High education,9,service,1,66666,5413,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1300,53,16,3,2,NA,2421,NA,77,female,53,45-64,16,Secondary education,NA,professionals,1,66666,2421,1,66666,1,NA,NA,NA,1,66666,9,5,1,Higher-grade service class
7,1306,22,20,2,2,NA,5131,NA,2,female,22,20-29,20,Low education,2,service,1,66666,5131,1,66666,1,NA,NA,NA,1,66666,15,8,4,Skilled workers
7,1307,65,19,99,2,NA,3343,NA,6,female,65,>=65,19,NA,6,technicians,1,66666,3343,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1308,65,15,2,2,NA,5321,NA,7,female,65,>=65,15,Low education,7,service,1,66666,5321,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1313,27,20,6,2,NA,2221,NA,4,female,27,20-29,20,High education,4,professionals,1,66666,2221,1,66666,1,NA,NA,NA,1,66666,13,7,1,Higher-grade service class
7,1314,79,9,1,2,NA,1411,NA,3,female,79,>=65,9,Low education,3,managers,2,1,1411,2,1,3,NA,NA,NA,2,1,3,2,3,Small business owners
7,1315,28,23,7,2,NA,2131,NA,8,female,28,20-29,23,High education,8,professionals,1,66666,2131,1,66666,1,NA,NA,NA,1,66666,5,3,1,Higher-grade service class
7,1316,37,15,5,2,NA,2342,NA,2,female,37,30-44,15,High education,2,professionals,1,66666,2342,1,66666,1,NA,NA,NA,1,66666,13,7,1,Higher-grade service class
7,1317,47,15,5,1,NA,3324,NA,5,male,47,45-64,15,High education,5,technicians,1,66666,3324,1,66666,1,NA,NA,NA,1,66666,14,7,2,Lower-grade service class
7,1318,68,11,2,2,NA,9111,NA,3,female,68,>=65,11,Low education,3,blue-collar,1,66666,9111,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1319,41,12,2,2,NA,9329,NA,4,female,41,30-44,12,Low education,4,blue-collar,1,66666,9329,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1320,72,14,2,1,NA,3359,NA,5,male,72,>=65,14,Low education,5,technicians,1,66666,3359,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1322,18,13,2,1,NA,9211,NA,1,male,18,<20,13,Low education,1,blue-collar,1,66666,9211,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1323,54,11,4,2,NA,5321,NA,3,female,54,45-64,11,Secondary education,3,service,1,66666,5321,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1324,46,18,7,1,NA,2643,NA,5,male,46,45-64,18,High education,5,professionals,2,0,2643,2,0,2,NA,NA,NA,2,0,NA,NA,NA,NA
7,1325,39,8,1,1,NA,7213,NA,4,male,39,30-44,8,Low education,4,blue-collar,1,66666,7213,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1326,70,9,3,1,NA,7223,NA,4,male,70,>=65,9,Secondary education,4,blue-collar,1,66666,7223,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1328,40,25,7,2,NA,1120,NA,9,female,40,30-44,25,High education,9,managers,2,4,1120,2,1,3,NA,NA,NA,2,1,3,2,3,Small business owners
7,1330,41,16,3,1,NA,4226,NA,2,male,41,30-44,16,Secondary education,2,clerical,3,66666,4226,3,66666,2,NA,NA,NA,3,66666,4,2,3,Small business owners
7,1331,44,16,6,2,NA,2342,NA,4,female,44,30-44,16,High education,4,professionals,1,66666,2342,1,66666,1,NA,NA,NA,1,66666,13,7,1,Higher-grade service class
7,1332,29,22,5,1,NA,5132,NA,3,male,29,20-29,22,High education,3,service,1,66666,5132,1,66666,1,NA,NA,NA,1,66666,15,8,4,Skilled workers
7,1333,50,18,7,2,NA,2330,NA,77,female,50,45-64,18,High education,NA,professionals,1,66666,2330,1,66666,1,NA,NA,NA,1,66666,14,7,2,Lower-grade service class
7,1334,51,14,5,2,NA,3343,NA,88,female,51,45-64,14,High education,NA,technicians,1,66666,3343,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1335,80,25,7,1,NA,2421,NA,7,male,80,>=65,25,High education,7,professionals,1,66666,2421,1,66666,1,NA,NA,NA,1,66666,9,5,1,Higher-grade service class
7,1336,65,30,7,1,NA,2341,NA,9,male,65,>=65,30,High education,9,professionals,1,66666,2341,1,66666,1,NA,NA,NA,1,66666,13,7,1,Higher-grade service class
7,1337,63,8,1,2,NA,9111,NA,4,female,63,45-64,8,Low education,4,blue-collar,1,66666,9111,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1338,19,12,2,1,NA,66666,NA,6,male,19,<20,12,Low education,6,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1340,75,0,1,2,NA,6111,NA,3,female,75,>=65,0,Low education,3,agricultural,2,0,6111,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1341,44,10,2,1,NA,7112,NA,5,male,44,30-44,10,Low education,5,blue-collar,1,66666,7112,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1342,30,12,2,1,NA,8160,NA,10,male,30,30-44,12,Low education,10,blue-collar,1,66666,8160,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1343,83,0,1,2,NA,6114,NA,4,female,83,>=65,0,Low education,4,agricultural,2,0,6114,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1344,79,0,1,1,NA,6114,NA,3,male,79,>=65,0,Low education,3,agricultural,2,0,6114,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1345,26,13,2,1,NA,8343,NA,6,male,26,20-29,13,Low education,6,blue-collar,1,66666,8343,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1346,70,16,6,2,NA,1345,NA,6,female,70,>=65,16,High education,6,managers,1,66666,1345,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1347,52,8,2,1,NA,7114,NA,3,male,52,45-64,8,Low education,3,blue-collar,1,66666,7114,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1348,48,14,5,2,NA,3343,NA,8,female,48,45-64,14,High education,8,technicians,1,66666,3343,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1349,60,9,1,1,NA,7123,NA,3,male,60,45-64,9,Low education,3,blue-collar,2,0,7123,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1350,17,9,2,1,NA,66666,NA,5,male,17,<20,9,Low education,5,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1351,17,10,2,1,NA,66666,NA,6,male,17,<20,10,Low education,6,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1352,45,10,2,1,NA,8332,NA,2,male,45,45-64,10,Low education,2,blue-collar,1,66666,8332,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1353,43,18,7,2,NA,4311,NA,7,female,43,30-44,18,High education,7,clerical,1,66666,4311,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1354,80,5,1,2,NA,5321,NA,7,female,80,>=65,5,Low education,7,service,1,66666,5321,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1355,43,13,4,2,NA,5120,NA,6,female,43,30-44,13,Secondary education,6,service,2,0,5120,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1356,46,17,6,2,NA,3422,NA,7,female,46,45-64,17,High education,7,technicians,1,66666,3422,1,66666,1,NA,NA,NA,1,66666,10,5,2,Lower-grade service class
7,1357,59,16,5,1,NA,7231,NA,4,male,59,45-64,16,High education,4,blue-collar,1,66666,7231,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1358,79,6,1,1,NA,7411,NA,3,male,79,>=65,6,Low education,3,blue-collar,2,20,7411,2,2,4,1,1,1,2,2,1,1,1,Higher-grade service class
7,1359,33,10,1,1,NA,8341,NA,6,male,33,30-44,10,Low education,6,blue-collar,1,66666,8341,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1360,81,4,1,2,NA,6114,NA,3,female,81,>=65,4,Low education,3,agricultural,2,0,6114,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1361,29,9,2,1,NA,4321,NA,6,male,29,20-29,9,Low education,6,clerical,1,66666,4321,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1363,57,8,1,1,NA,8332,NA,5,male,57,45-64,8,Low education,5,blue-collar,2,0,8332,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1364,69,8,1,1,NA,6121,NA,6,male,69,>=65,8,Low education,6,agricultural,2,3,6121,2,1,3,NA,NA,NA,2,1,3,2,3,Small business owners
7,1365,87,0,1,1,NA,6114,NA,3,male,87,>=65,0,Low education,3,agricultural,2,0,6114,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1366,28,17,6,2,NA,5223,NA,4,female,28,20-29,17,High education,4,service,1,66666,5223,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1367,39,18,7,2,NA,9111,NA,6,female,39,30-44,18,High education,6,blue-collar,1,66666,9111,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1369,37,14,2,2,NA,2522,NA,7,female,37,30-44,14,Low education,7,professionals,1,66666,2522,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1373,36,27,7,2,NA,2421,NA,8,female,36,30-44,27,High education,8,professionals,1,66666,2421,1,66666,1,NA,NA,NA,1,66666,9,5,1,Higher-grade service class
7,1374,48,18,6,2,NA,4110,NA,77,female,48,45-64,18,High education,NA,clerical,1,66666,4110,1,66666,1,NA,NA,NA,1,66666,11,6,4,Skilled workers
7,1375,75,10,2,2,NA,5222,NA,77,female,75,>=65,10,Low education,NA,service,1,66666,5222,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1377,42,88,2,1,NA,7222,NA,77,male,42,30-44,NA,Low education,NA,blue-collar,2,2,7222,2,1,3,NA,NA,NA,2,1,3,2,3,Small business owners
7,1378,56,18,6,1,NA,2141,NA,8,male,56,45-64,18,High education,8,professionals,1,66666,2141,1,66666,1,NA,NA,NA,1,66666,5,3,1,Higher-grade service class
7,1379,52,10,2,1,NA,9613,NA,5,male,52,45-64,10,Low education,5,blue-collar,1,66666,9613,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1380,49,9,2,2,NA,9111,NA,6,female,49,45-64,9,Low education,6,blue-collar,1,66666,9111,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1381,36,14,3,2,NA,9111,NA,3,female,36,30-44,14,Secondary education,3,blue-collar,1,66666,9111,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1382,66,11,5,2,NA,9111,NA,2,female,66,>=65,11,High education,2,blue-collar,1,66666,9111,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1383,49,19,7,1,NA,1221,NA,10,male,49,45-64,19,High education,10,managers,1,66666,1221,1,66666,1,NA,NA,NA,1,66666,9,5,1,Higher-grade service class
7,1384,70,19,7,1,NA,1112,NA,9,male,70,>=65,19,High education,9,managers,1,66666,1112,1,66666,1,NA,NA,NA,1,66666,9,5,1,Higher-grade service class
7,1388,27,19,7,2,NA,2262,NA,5,female,27,20-29,19,High education,5,professionals,1,66666,2262,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1392,39,11,3,1,NA,8331,NA,6,male,39,30-44,11,Secondary education,6,blue-collar,1,66666,8331,1,66666,1,NA,NA,NA,1,66666,8,4,5,Unskilled workers
7,1393,70,11,4,2,NA,5311,NA,3,female,70,>=65,11,Secondary education,3,service,1,66666,5311,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1394,58,6,1,1,NA,4110,NA,8,male,58,45-64,6,Low education,8,clerical,1,66666,4110,1,66666,1,NA,NA,NA,1,66666,11,6,4,Skilled workers
7,1395,59,6,1,2,NA,4226,NA,9,female,59,45-64,6,Low education,9,clerical,1,66666,4226,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1396,34,24,7,1,NA,2330,NA,3,male,34,30-44,24,High education,3,professionals,1,66666,2330,1,66666,1,NA,NA,NA,1,66666,14,7,2,Lower-grade service class
7,1402,58,6,1,1,NA,7126,NA,4,male,58,45-64,6,Low education,4,blue-collar,1,66666,7126,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1405,67,10,1,1,NA,5151,NA,6,male,67,>=65,10,Low education,6,service,1,66666,5151,1,66666,1,NA,NA,NA,1,66666,NA,NA,NA,NA
7,1406,58,5,2,1,NA,8322,NA,6,male,58,45-64,5,Low education,6,blue-collar,1,66666,8322,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
7,1407,40,12,3,2,NA,5221,NA,6,female,40,30-44,12,Secondary education,6,service,2,0,5221,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1408,87,8,1,2,NA,5221,NA,77,female,87,>=65,8,Low education,NA,service,2,1,5221,2,1,3,NA,NA,NA,2,1,3,2,3,Small business owners
7,1410,33,14,5,2,NA,2221,NA,88,female,33,30-44,14,High education,NA,professionals,1,66666,2221,1,66666,1,NA,NA,NA,1,66666,13,7,1,Higher-grade service class
7,1413,56,16,6,1,NA,2341,NA,77,male,56,45-64,16,High education,NA,professionals,1,66666,2341,1,66666,1,NA,NA,NA,1,66666,13,7,1,Higher-grade service class
7,1414,22,20,6,2,NA,66666,NA,88,female,22,20-29,20,High education,NA,NA,6,66666,66666,6,66666,NA,NA,NA,NA,6,66666,NA,NA,NA,NA
7,1418,52,7,1,1,NA,6111,NA,6,male,52,45-64,7,Low education,6,agricultural,2,0,6111,2,0,2,NA,NA,NA,2,0,4,2,3,Small business owners
7,1419,54,6,1,2,NA,5141,NA,6,female,54,45-64,6,Low education,6,service,3,66666,5141,3,66666,2,NA,NA,NA,3,66666,4,2,3,Small business owners
7,1420,40,11,3,1,NA,3139,NA,9,male,40,30-44,11,Secondary education,9,technicians,1,66666,3139,1,66666,1,NA,NA,NA,1,66666,6,3,2,Lower-grade service class
7,1423,46,16,2,1,NA,7321,NA,4,male,46,45-64,16,Low education,4,blue-collar,1,66666,7321,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1424,63,10,2,1,NA,8311,NA,8,male,63,45-64,10,Low education,8,blue-collar,1,66666,8311,1,66666,1,NA,NA,NA,1,66666,7,4,4,Skilled workers
7,1425,53,10,1,2,NA,9112,NA,5,female,53,45-64,10,Low education,5,blue-collar,1,66666,9112,1,66666,1,NA,NA,NA,1,66666,16,8,5,Unskilled workers
